node_key,Alcol
167113,0
167114,0
167115,0
167187,0
167116,0
155722,0
166690,4
146078,0
155723,0
155724,2
15995,0
155725,2
15996,0
146077,0
157296,0
167159,0
167160,0
167161,0
167162,0
165790,0
165791,0
133943,0
166842,0
137420,0
93732,0
93733,0
93734,0
93735,0
93736,0
93737,0
93738,0
93739,0
93740,0
135459,3
147599,2
93741,0
93742,0
93743,0
93744,0
93745,0
93746,0
93747,1
152493,0
93748,0
93749,0
149136,0
93750,0
93751,0
93752,0
93753,0
93754,0
152494,0
93755,0
152495,0
129906,0
152496,0
128792,0
134460,2
134459,2
128297,0
93756,0
93757,1
129133,0
152497,0
93758,1
152498,0
165578,3
167163,3
167164,1
167412,1
167413,1
167414,0
167415,0
167416,0
167417,0
167418,0
167419,0
167420,1
167421,0
167422,0
167423,2
167424,2
167425,0
167165,3
167166,2
167167,0
167168,0
167169,0
167170,0
167171,0
153130,0
153131,0
153132,0
153133,0
153152,1
153153,1
153154,1
153155,1
153156,0
153157,0
153158,0
153159,0
167172,1
155394,0
155397,1
155398,1
155399,0
155400,1
155404,1
174006,0
155405,1
155406,1
155407,0
155408,0
155409,0
155410,0
152962,0
152963,0
152964,0
152969,0
152970,0
153025,0
153026,1
153027,0
153028,0
167175,0
155411,0
155412,0
155413,0
155414,0
155418,1
155419,1
155420,1
155421,1
155423,0
155424,0
155425,0
167176,0
16179,0
151705,1
154037,0
154038,0
154039,0
154040,0
154042,0
154043,0
154044,6
154045,7
154046,6
154047,0
154048,0
154049,0
154050,0
154051,0
154052,5
154053,3
154054,5
154055,0
154056,0
154057,0
167177,0
154058,0
154059,0
154060,0
154061,0
154062,0
154063,0
154064,0
154065,0
154066,0
154067,0
154068,0
154069,0
167178,0
165579,3
167179,0
167180,0
167181,0
167182,0
165540,0
165541,6
165542,5
16170,0
167183,0
167184,0
165543,6
165544,9
152024,0
167185,2
167186,2
167188,0
167191,2
167192,2
167194,2
167195,2
167196,1
152858,0
152859,0
152860,0
152866,0
152867,0
152868,0
152869,4
152870,1
152871,0
16174,0
152872,1
152873,0
152874,0
152875,1
152876,0
153166,0
153167,0
153168,0
153179,0
153180,0
16173,0
153181,0
153182,0
152888,0
152889,0
152890,0
152891,0
152892,0
152893,0
152894,0
165580,4
153029,1
153030,1
153031,1
153032,1
153033,4
153034,0
153185,0
153186,0
153187,0
153188,0
153189,0
11159,0
153190,1
153191,1
153192,1
153193,1
153194,2
153197,0
153198,0
153199,0
153201,1
153202,1
153203,0
153204,0
153205,0
153207,0
153208,2
153209,2
153210,1
153211,0
153212,0
153213,0
153214,0
153215,0
153216,0
153217,0
153035,1
153036,1
153037,4
153038,4
153039,4
153040,1
153041,1
153042,5
153043,4
153044,0
153045,4
153046,4
153047,1
166574,0
153058,4
153059,1
153060,3
153061,0
153062,0
153064,6
153065,4
153066,6
153067,0
153068,0
153069,0
153070,0
153071,0
153072,0
153073,0
153074,0
153075,0
155324,0
155325,0
155326,0
155327,1
155330,0
155331,1
155332,1
155333,0
155334,0
155335,0
166575,0
152237,0
156464,0
151760,0
151761,0
151762,0
151763,0
151764,0
151765,0
151766,0
72740,1
68295,0
71389,0
67065,1
67064,2
162482,0
72714,1
67063,2
72147,0
72146,0
73804,0
72219,0
162086,0
69800,0
71388,0
16177,0
72220,0
162078,2
73936,1
68294,0
71387,0
11158,0
68293,0
72216,0
67653,0
16175,0
73316,0
71414,0
68281,0
71528,0
72671,0
16176,0
68280,0
11125,0
72672,0
72673,0
72674,0
68279,0
160470,5
68278,0
68277,0
72675,0
71531,3
72676,0
71532,0
71533,0
72677,0
72678,0
73052,0
73053,0
71413,0
67332,2
71537,0
74674,1
72617,0
70030,0
74675,3
67179,0
162085,0
69381,0
11153,0
74415,0
162081,2
73297,1
73296,0
73295,0
86689,1
67483,0
160666,0
69371,0
72225,0
72192,0
67062,2
160661,1
71565,0
71566,0
72224,0
72191,0
67225,2
72986,2
160663,0
16114,0
160660,3
72223,0
164063,0
67224,0
69370,0
160667,0
164062,0
72222,0
72221,0
71705,0
71706,0
16178,0
72793,0
72794,2
60225,0
161454,1
60226,0
71416,0
71501,0
68631,0
72806,1
72805,1
71502,0
72804,1
71503,0
72803,2
72190,0
72495,0
72496,0
71412,0
72497,0
71411,0
71410,0
71724,0
162082,2
72189,0
78478,0
72188,0
72187,0
72186,0
68301,0
72458,0
71395,0
71415,0
72215,0
71738,0
68374,0
16180,0
72457,0
72456,0
72214,0
71391,0
160473,1
72865,0
68300,0
68299,0
71390,0
72213,0
72193,0
68298,0
72175,0
68297,0
68296,0
74006,1
160665,0
73879,0
162680,2
73718,0
162953,0
67390,0
72212,0
71454,0
72021,0
73275,0
73274,0
71647,0
99663,0
99662,0
99661,0
99660,0
86890,1
86891,1
86892,0
160475,1
86893,0
86894,6
86895,5
87664,0
160476,1
87663,1
87661,0
87660,0
87659,0
87654,0
106530,0
160477,1
160478,1
86105,0
95043,0
95044,0
99454,0
76868,0
76864,0
162172,0
84484,0
86500,0
84464,0
86503,0
86504,0
99502,0
86505,0
99495,0
86506,0
86513,0
86514,0
160664,1
162171,0
86896,1
162155,0
161455,0
162160,1
162159,1
84424,2
84423,1
164065,0
99433,0
87234,0
87238,1
99434,0
99435,0
99440,0
99441,0
99442,0
162158,1
96240,0
87246,0
162157,2
162156,1
99465,0
74639,2
95305,0
97677,0
162170,0
97676,0
87029,0
87028,0
87027,0
87026,0
87024,0
87321,0
10430,0
87320,0
87319,0
87318,0
87316,0
87315,0
87314,0
87313,0
87312,0
87310,0
87003,0
87002,0
162952,1
87001,0
162169,0
164064,0
97679,0
162168,0
93324,1
93325,1
93326,0
93327,0
93328,0
160662,0
93329,0
162167,0
94805,0
94806,0
94807,1
94808,1
94809,1
94810,3
94811,3
94813,1
94814,1
94815,1
160659,1
94817,1
85023,0
86485,0
86486,0
94818,0
87531,0
94819,1
94820,0
94821,0
94822,0
86163,0
86164,0
86229,0
16171,0
84959,0
86739,0
86738,0
97678,0
97977,0
164066,0
83791,0
106526,0
83790,0
83789,0
96435,0
93330,0
93331,0
93332,0
93333,0
93334,0
93335,0
93336,0
99619,0
99618,0
93337,0
93338,0
106527,0
93248,0
93249,0
93252,1
93253,0
93254,1
93255,0
93256,0
162176,0
93257,0
93258,0
93259,1
93260,1
93261,1
93262,0
106528,0
105418,0
162166,0
162165,0
95486,1
96618,0
95487,1
99855,0
95488,1
162164,0
86725,0
87233,0
84651,0
84650,0
87236,0
84649,0
84648,0
88638,0
88637,0
11160,3
88636,0
88635,0
88633,0
88632,0
162163,0
107162,0
93263,0
93264,1
93265,0
93266,0
162162,0
93305,0
93306,0
93307,0
93308,0
93309,0
93310,1
93311,0
93312,0
160658,1
87141,0
87138,1
87137,1
93313,0
93314,0
78895,0
93315,0
93316,1
93317,1
93318,0
93319,0
93320,0
93321,0
93323,0
87988,0
87989,0
87990,1
87991,1
86964,0
87992,1
87993,1
87994,0
105148,0
89533,0
86808,0
86737,0
86807,0
162161,1
162175,0
86736,2
106708,1
162174,0
87232,1
87071,1
162173,0
99445,1
87810,0
87237,0
86901,1
77921,0
99491,0
93731,0
93725,0
86706,0
93724,0
93722,0
14245,0
93721,0
93717,0
86705,0
14246,1
93901,0
85634,0
164071,0
99525,0
99522,0
99505,0
84496,0
84495,0
84493,0
96057,0
87235,0
86688,0
86687,1
86686,1
86685,2
86684,2
86683,1
91239,0
86671,0
86670,0
86669,0
86667,0
86734,0
106529,0
86631,0
86842,0
164079,0
86845,0
86846,0
14247,1
86847,0
86848,0
14248,1
86852,0
86872,0
86873,4
86874,0
86875,0
86876,0
86877,0
86879,2
86880,0
86886,1
86887,2
86888,0
86889,0
99664,0
172104,0
14249,1
14250,1
89761,0
89706,0
89707,0
11161,1
162577,0
162785,1
161447,0
161448,0
162426,0
162427,1
164073,0
162428,0
162429,0
162430,0
16172,0
89661,0
160686,1
160687,1
168925,0
168926,0
168927,0
89708,0
160418,4
168882,1
163783,0
164072,0
11118,0
169027,0
168881,1
168880,0
168879,0
168930,0
101872,0
101212,0
169030,0
161571,0
104554,0
160714,0
163466,0
160713,0
182554,0
161634,0
168948,0
168947,0
168946,0
168945,0
181546,0
181547,0
160712,0
168944,0
11156,0
168941,0
14204,0
168938,0
160572,3
181548,0
181549,0
181550,0
181552,0
160571,1
160569,0
181553,0
181554,0
181555,0
181556,0
160710,0
160561,1
162393,0
162394,0
164070,0
103470,0
168933,0
103469,0
160704,2
103468,0
168928,0
160703,5
160702,2
160701,0
160700,3
168982,0
160469,4
164069,0
103467,0
168983,0
160468,4
160467,4
169024,0
169025,0
169026,0
160466,4
103466,0
162902,0
162681,1
162682,1
192704,2
193201,1
162688,1
193200,2
162689,1
193199,2
193198,0
193197,1
168929,0
189616,0
193533,0
191411,0
192688,0
101261,0
192503,0
163997,0
201486,0
89711,0
195181,0
163996,1
195182,0
169298,0
89712,0
191405,0
163995,1
193300,0
192471,0
193498,0
193574,0
191406,0
193575,0
193281,7
195183,0
198408,0
192636,1
195184,0
192638,1
192639,1
192640,0
192641,0
156481,0
192642,0
169029,0
192643,1
195185,0
192828,0
193888,0
193576,0
89716,0
193490,0
89717,0
89718,0
193491,0
89719,0
193654,0
193655,1
102535,0
169028,0
89720,0
195003,0
89721,0
193656,0
89722,0
193657,0
89723,0
101689,0
102536,0
162652,0
89747,0
193492,0
193493,0
89745,0
162651,0
195004,0
162638,0
192766,0
193658,0
193659,0
162637,1
162636,1
193494,0
89724,0
191412,0
103538,0
193134,1
161396,0
193133,2
103539,0
181489,0
190736,0
193122,0
193121,0
193120,1
89744,0
193119,0
193118,0
163824,0
89743,0
193489,0
89742,0
191414,0
191415,0
181501,0
161397,0
193495,0
192466,0
193577,0
161401,0
191922,0
77641,0
180343,0
180344,0
164074,0
193295,0
192467,0
160042,0
91290,1
161418,0
89668,0
193093,0
192950,0
191413,0
160675,0
192984,1
160676,0
190758,1
161419,0
169362,0
160682,3
192942,0
14214,1
193499,0
193285,1
195186,0
190735,0
161422,0
194959,0
161423,1
195187,0
195188,0
161425,1
195189,0
195190,0
161427,1
195121,1
102537,0
195191,0
195192,0
160002,4
161428,0
180669,0
180668,0
163282,0
180667,0
180666,0
163281,1
209189,0
160683,5
193496,0
14215,1
156480,0
193304,0
160684,6
193583,0
161431,0
161432,0
14216,0
89662,0
14217,3
193303,0
161433,0
161435,0
14218,0
193584,0
161436,0
160685,0
161437,0
193585,0
193586,0
163274,0
163273,0
163272,0
162907,1
163271,0
14219,1
163270,0
193500,0
163269,0
193587,0
163268,0
163267,0
163266,0
161439,0
192989,0
191407,0
191408,0
14220,3
14221,0
164080,0
185899,2
164081,0
172040,0
193685,0
193686,0
185898,2
193689,0
193690,0
193691,0
193692,0
193693,0
11111,0
193696,0
193697,0
193698,2
193699,0
164082,0
14222,0
191317,0
185897,2
185902,3
189047,0
14223,1
193501,0
185901,2
197148,0
193502,0
192988,0
201573,0
193534,0
193302,0
193503,0
193280,7
14224,0
193402,4
193535,0
193091,0
191402,0
192591,0
193279,4
193403,0
14225,0
193404,0
193405,1
192594,0
193406,0
193045,2
192290,0
201576,0
192897,0
192987,0
191403,0
193326,1
201578,0
191715,0
193078,1
193278,1
191409,0
191410,0
10436,0
193277,0
193270,0
191404,0
193284,3
185896,3
193497,0
193269,0
195243,0
193268,1
193267,0
192469,0
193282,2
164068,0
201581,0
192859,0
192858,0
193529,0
192857,0
192856,0
192854,0
193651,3
193652,5
193653,0
192853,0
94816,1
189388,0
185900,3
209356,0
14226,0
193094,0
192986,0
193266,0
14227,0
196037,1
193530,0
191316,0
193095,0
14228,0
195179,0
201566,0
195180,0
193092,0
179998,0
77628,0
192470,0
192556,0
185895,2
201567,0
14229,1
190641,1
14230,1
193355,0
14231,0
193301,0
193283,4
192705,1
164067,0
193217,0
192501,0
192502,0
14232,0
14233,0
14235,0
14236,0
14237,0
14238,0
14239,0
14240,0
14241,0
14242,0
14243,0
14244,1
14418,0
174007,0
174008,0
14417,0
174009,0
14416,0
174010,0
174011,1
174012,1
14415,0
174013,1
174014,1
174015,1
172925,0
172917,0
14274,0
14275,0
173909,0
173910,0
14251,0
19222,0
173911,0
14252,0
14253,0
14264,0
14276,2
14277,2
14258,0
14262,1
14525,0
14265,1
15426,1
14257,0
14256,0
14278,2
14280,1
14255,1
14254,0
173912,0
15873,0
15872,0
14673,0
14672,0
173913,5
14347,0
14346,3
14345,2
14344,0
14343,0
14342,0
14341,0
14340,0
14339,0
14338,0
14337,0
14336,2
14335,2
14334,0
14333,0
14332,0
14331,0
14288,0
14281,0
173908,1
173914,1
14266,0
173915,4
14261,0
14260,0
17280,0
14267,0
14268,0
14269,0
19,0
14176,0
14177,2
14178,1
14179,0
14180,0
17,0
14,1
13,1
11,0
14270,2
194924,1
132,0
14259,0
131,0
130,0
14271,0
122,0
14181,0
14183,1
103,0
14184,0
102,0
14185,1
14186,1
99,0
14187,2
14188,1
14192,1
14263,1
95,0
81,0
14193,1
14194,0
14195,1
14196,1
14197,2
14198,0
14199,2
14200,2
14201,1
14202,0
14203,0
14205,1
14206,0
14272,0
10336,0
14273,2
14207,1
10345,0
10348,0
10349,0
10351,0
10356,0
14208,1
14209,1
14210,1
14211,1
14212,1
14213,1
131005,0
131000,0
130999,0
130998,0
130997,0
130996,0
130995,0
130994,0
130993,0
130992,0
132926,0
132470,0
132469,0
122651,1
122652,2
132468,0
122653,2
132775,0
132778,0
134182,0
134181,0
134180,0
134179,0
134178,0
134177,0
134176,0
134175,0
134174,1
134173,1
134172,0
134171,0
134170,0
134169,0
134168,0
134167,0
134166,0
134164,0
132779,0
134267,1
134163,0
134162,0
134161,0
132780,0
132781,0
134160,1
134159,1
134153,1
134152,0
134151,0
134150,0
134149,1
134148,1
134147,2
122654,2
134144,0
134143,0
134142,0
122655,2
134141,0
14348,0
134140,0
14349,0
122656,2
14350,0
122657,2
122658,2
122659,0
122660,0
11119,0
122661,0
122662,0
122663,1
14351,0
122664,1
122665,2
14352,0
122666,1
134268,2
122667,0
10554,2
122668,0
122669,0
134269,0
134139,0
122670,0
132301,0
122672,0
14353,0
134270,1
134271,0
133822,0
133194,1
133195,1
14354,0
134138,0
134272,0
14355,0
36917,4
134137,0
14356,0
134273,0
134274,0
14357,0
14358,0
133196,1
132940,0
14359,0
134136,0
134135,0
134134,0
14360,0
134133,0
134132,1
12860,0
134131,0
14162,0
134130,1
134275,0
134276,0
134277,0
134129,1
134128,1
14361,0
134278,0
14362,0
14363,0
134127,2
14365,0
134320,2
14366,0
133197,1
14367,0
133823,0
132898,0
134126,0
134125,0
134124,1
12859,0
134123,1
12858,0
133116,0
12857,0
133922,0
133115,1
133114,1
134279,0
133113,1
133112,0
133111,0
133923,0
133110,0
133109,0
133927,0
122685,0
133928,0
133931,0
133937,0
36870,0
133274,0
133275,0
133948,0
133947,0
133946,0
133945,0
133944,0
133942,0
194859,0
133941,0
133940,0
133938,0
133939,0
132939,0
133198,1
133096,0
132938,0
133095,0
133094,0
133093,0
122695,0
122696,0
122697,0
15938,0
134436,1
133276,0
15940,0
134352,8
132934,0
133092,1
133091,0
133090,0
133089,0
11127,1
133088,0
11135,0
133087,0
11154,0
133086,1
133085,1
133084,0
133083,0
133082,0
11155,0
133081,1
11157,0
133080,1
133079,1
133078,1
133077,1
133076,1
133075,1
133074,1
133073,1
133072,1
133071,0
133070,0
133069,0
133068,0
133067,0
133066,0
133065,0
133064,0
133063,0
133062,0
133061,0
133060,0
133059,0
133058,0
133057,0
133056,0
133055,0
133054,0
133053,0
133052,0
133051,0
133050,0
132036,4
132035,2
132006,3
132005,5
132004,1
134319,3
132003,2
132002,1
132000,1
131999,3
131998,1
131997,1
131996,0
131995,0
131994,0
131993,0
131992,0
131991,0
131990,0
134318,0
134317,3
132933,0
131989,0
10398,0
131988,0
10422,0
131987,0
10423,0
134316,2
10431,0
131986,0
194724,0
134315,0
194723,0
133199,0
134314,0
134313,0
194722,1
132272,1
110054,0
110055,0
134311,0
132932,0
134296,0
131985,0
131984,0
131983,0
194721,1
132931,0
132930,0
134353,3
131010,0
131009,0
134354,1
131008,0
131007,0
134355,3
194720,1
134295,0
134294,0
194719,1
132929,0
131006,0
132928,0
132927,0
133256,0
131001,0
130991,0
132925,0
130990,0
130989,0
132922,0
132921,0
134437,1
130988,1
130987,0
130986,2
14175,1
130985,0
130984,0
130979,0
14174,0
130978,0
14173,0
130970,0
14172,0
130969,0
130968,4
14171,0
130967,2
130966,3
130965,1
130964,0
130963,0
130962,0
130961,0
130960,0
130959,0
123729,0
133188,0
132617,0
130958,0
14167,0
134122,1
132618,0
134121,0
134118,0
134293,2
51,0
132619,0
42,1
39,2
134117,0
14166,0
134116,0
36,0
134115,0
14165,0
134114,0
35,0
132620,0
134113,0
14164,0
134356,3
14163,0
14161,0
134112,0
134111,0
14160,0
134110,0
14159,0
134109,0
134108,0
14158,0
134102,0
29,2
134101,0
134100,0
134099,0
134098,0
134097,0
134096,0
25,0
134095,0
134094,0
134093,0
132623,0
134292,1
134291,1
134092,0
134091,0
134090,0
134089,0
134088,0
134087,0
23,0
134086,0
134085,0
134084,0
134083,0
134082,1
14157,0
134081,1
14156,0
134080,0
134079,0
14155,0
134078,0
14154,0
134077,0
14153,0
134076,0
134075,0
134074,0
134073,1
134072,1
134070,1
134290,0
46112,0
134069,0
195504,2
76263,1
194676,0
134068,0
194675,0
10466,0
10471,0
10477,0
134067,0
10481,0
134066,0
133187,2
134065,0
67009,0
133186,1
37670,0
133257,0
23886,0
67010,0
67011,0
37675,0
122778,0
134064,1
134063,1
133258,0
162068,1
134062,1
162075,3
133259,0
67035,0
67036,0
67037,0
37669,0
67038,0
134061,1
67039,0
67040,0
110155,0
67041,0
160944,0
38138,0
134060,0
125838,1
125839,0
134059,0
125840,1
125841,2
125844,0
125845,0
37674,0
125853,0
125854,0
125855,0
133260,0
53864,0
133193,1
37673,0
133049,0
133048,0
133047,0
27370,0
37668,0
132624,0
133261,0
37667,0
134357,0
133662,2
133046,0
133663,1
133664,1
21992,0
133665,0
133045,0
134289,1
133044,0
133043,0
133042,0
17153,0
133041,0
16507,0
133040,0
16508,0
133039,0
162074,3
133038,0
23881,0
133037,0
133036,0
133035,0
37666,0
133034,0
133033,0
133032,0
133031,0
133030,0
37665,0
133029,0
133028,0
133027,0
133026,0
133025,0
133024,0
37664,0
133023,0
133022,0
133021,0
37663,0
133020,0
37662,0
133019,0
133018,0
133017,0
133016,0
133013,2
133012,1
133011,0
17545,0
134438,1
133010,0
134358,0
51627,0
134359,0
51628,0
133009,0
18136,0
18135,0
133008,0
18134,0
51632,1
18133,0
18132,0
18131,0
133007,0
18130,0
133006,0
133005,0
160945,0
133004,0
133003,0
133002,0
133001,0
133000,0
132997,0
132994,0
132993,0
132992,0
18129,0
132991,0
18128,0
132990,0
18127,0
132989,0
18126,0
132988,0
18125,0
132987,0
18124,0
132986,0
18123,0
132985,0
18122,0
132984,0
132983,0
131971,0
131970,0
131969,0
18121,0
131967,1
18120,0
131966,0
132152,1
18119,0
132151,2
18118,0
131965,0
18117,0
18116,0
131964,1
18115,0
131963,3
122478,1
131962,1
131961,4
122479,2
132148,1
162073,2
132147,2
37676,0
134360,0
134280,2
122480,2
134390,2
134395,0
37672,0
51633,0
131960,3
134394,0
131944,0
131943,3
131942,3
23870,0
131941,3
23871,0
131940,3
122481,2
134393,0
27749,0
122483,2
122484,2
23872,0
133262,0
23873,0
131939,3
23889,0
131938,3
131937,3
131936,2
131935,0
131934,0
131933,0
37677,0
131932,0
23888,0
131931,0
130957,0
130956,0
130955,0
130954,0
130953,0
130919,0
130909,0
134055,0
23880,0
134054,0
134053,0
134052,0
14234,0
134051,0
134050,0
133525,0
133192,0
133370,0
132290,0
132289,1
133369,0
31069,0
133368,0
31068,0
133367,0
134281,1
133524,0
126160,0
126161,0
126162,0
126163,0
133523,0
124166,0
124167,0
23244,0
124168,0
124169,0
124170,0
124171,1
124172,1
124173,1
131214,0
134037,0
27043,0
134036,0
124177,0
23887,0
134035,0
134031,0
37678,0
124178,1
132279,0
132278,1
132276,1
133191,0
133189,1
134288,0
124179,1
124180,1
134030,0
27219,0
134029,0
134014,0
134013,0
134012,0
134011,0
134010,0
37679,0
133995,0
133994,0
134287,0
134286,1
133993,0
133992,0
133991,0
133990,0
133989,0
132982,0
132981,0
132980,0
132979,0
132978,0
132977,0
134285,0
132974,0
132973,0
132972,0
124181,0
162060,0
124182,0
131893,0
131892,0
131891,0
131890,0
134284,1
131887,0
131886,0
131885,0
134283,0
131882,0
124183,0
124184,0
124185,0
23588,0
134282,1
134256,0
134255,0
134254,0
134253,0
134252,0
23587,0
134251,0
17527,0
134248,0
134247,0
17528,0
45823,0
134246,0
130851,0
23586,0
130850,0
130849,0
23585,0
133988,0
51293,0
133987,0
134245,0
134244,0
133986,0
130702,0
130701,0
134243,0
124186,0
134242,0
133854,0
133853,0
133852,0
133851,0
133850,0
133849,0
133848,0
133847,0
133846,0
133845,0
134241,0
133844,0
67008,0
133843,0
133842,0
37671,0
134240,0
124187,0
124188,0
134239,1
135929,0
133841,0
137430,1
124189,3
137429,1
133840,0
137428,1
133839,0
137427,1
133838,0
137426,0
133837,1
137425,0
133836,1
137424,0
133835,1
137423,0
133834,0
137422,1
137421,0
133832,0
137419,0
133831,0
137418,0
133830,1
137417,0
133829,1
137416,0
133828,1
137415,0
133827,1
127809,0
133826,0
127808,0
133825,0
127807,0
133824,0
127806,0
132971,0
149132,0
132967,0
149133,0
132966,0
148124,0
132965,0
148123,0
132964,0
148122,1
132963,0
148121,0
132962,0
148120,1
132961,0
133895,0
148119,0
132960,0
148118,1
132959,0
148117,1
132958,0
149134,0
132957,0
149209,0
132956,0
148115,1
132955,0
148114,3
148113,2
149135,0
132273,0
136377,0
132274,2
136376,0
132954,0
136375,0
132275,1
136374,0
136373,0
134238,2
136372,0
132953,0
136371,0
132952,0
136370,0
132951,0
136368,0
132950,0
136367,0
132949,0
136366,0
132948,0
136365,0
124190,0
136364,0
133338,0
136363,0
134237,0
136362,0
134236,0
136361,0
134235,2
136360,0
134234,0
136359,0
132947,0
133896,0
132946,0
133897,0
134233,0
148145,0
134232,0
148144,0
132945,0
148143,0
134231,1
148142,0
134230,0
148141,0
134229,0
132534,0
134228,2
135029,0
124191,0
135030,0
124192,4
135031,0
134227,0
135032,0
124193,2
135033,0
124194,1
135034,0
124195,0
135120,0
124196,1
135119,0
124205,0
135117,0
124207,1
135116,0
133271,0
135035,0
131314,0
148140,0
133272,0
148139,0
148138,0
124209,2
148137,0
132944,0
120146,0
134457,3
149137,0
124210,2
149139,0
124211,4
129743,3
132943,0
136283,0
132942,0
138199,1
132941,0
138198,0
136284,0
138196,0
133522,0
138195,0
138194,1
138193,1
133521,0
138192,1
133520,1
138191,0
132502,0
138190,0
138189,2
134226,0
138188,0
138187,1
122485,0
138186,2
