node_key,latitude,longitude
113898,37.48178147684925,126.9800494721609
113896,37.48189482012435,126.97938781227309
113895,37.48181457197041,126.97914535733901
94666,37.48228861312362,126.98089361073193
94665,37.48275856493953,126.98172523335232
94664,37.482348835782226,126.98123712706142
94663,37.48226309918653,126.98123182834776
94662,37.48317719277975,126.98060224500684
94661,37.48347304547237,126.98061055539883
94660,37.48328744231496,126.98094494838932
94659,37.48327799200029,126.98123689471302
94658,37.483007934380105,126.98119101303443
94657,37.48278012130736,126.98117819016062
94656,37.482790476772216,126.98091537307722
94655,37.482891722074946,126.98173114726214
94654,37.48355089630652,126.9809606271691
94653,37.48386900481577,126.98097980994498
94652,37.48382172923223,126.98177626146601
94576,37.483953127294086,126.98129703497898
94575,37.48395765463611,126.98098515579032
94574,37.48346148862884,126.98095530629108
94573,37.484429106904244,126.9810384471187
94572,37.48446807538898,126.98143475693072
94571,37.4843146814067,126.9814773608368
94569,37.48437786361453,126.98180600495854
94568,37.48391921558409,126.98178147525407
94567,37.48354125873637,126.98176126135267
94566,37.484599210483196,126.98181784327961
94565,37.484438338045486,126.98152379258326
94564,37.48503106824587,126.98147769616722
94563,37.48515114387642,126.98077402761398
138799,37.482879898864205,126.98198653949432
138801,37.48328039721762,126.98198644334369
138804,37.48498533148126,126.98169884386613
138806,37.484895974810776,126.98104694482207
214134,37.4846442777636,126.98104344341051
214133,37.4847700900264,126.98068155308503
139401,37.482252418100444,126.98169536431425
139418,37.4823051464062,126.98008144598178
139415,37.48179872098291,126.97950558162765
139413,37.48503948801965,126.98046965597135
139398,37.48513410835184,126.98183091530144
139395,37.48524856237148,126.98106493441348
19239,37.48474240720237,126.98104414964727
112941,37.48394766228331,126.97939873577548
112981,37.483478414929564,126.98043847204052
112982,37.483274999912034,126.98042703772941
113192,37.483489626004804,126.98003754900125
113205,37.48283095256511,126.98003084255141
113227,37.48281286084481,126.98037661662711
113228,37.48303926993145,126.98037827816496
113232,37.48406197075993,126.97872381586923
113233,37.48408486979836,126.97879847791556
113238,37.48414898542551,126.97899949065402
113239,37.48405744602375,126.97901674747085
113241,37.484046050850864,126.97928670600845
113242,37.48385937895277,126.97900354705448
113243,37.48374927033738,126.97899620876466
113244,37.48352585778711,126.97898127285144
113245,37.483856083581756,126.97919198713291
113246,37.48374849682423,126.97905416797566
113251,37.48353931645318,126.97863357794702
113252,37.48373240233529,126.97863775372184
113293,37.48328155462056,126.97863213841114
113294,37.48352808397722,126.97892376267302
113295,37.483215235350976,126.97890498149287
113296,37.48351570608119,126.9792435172613
113297,37.48308796080619,126.97921800112215
113298,37.483082531430384,126.9790888158296
113299,37.48284911837887,126.97920375366547
113300,37.48281943269053,126.9795799701148
113301,37.48355382537021,126.97825872081533
113302,37.48288098129171,126.97822158210776
113303,37.48391084258275,126.97826723294416
113336,37.482372913078294,126.97818152435467
113360,37.48230907843213,126.97955183110933
113361,37.48282217661945,126.98019857334356
113362,37.48230460406702,126.98015446997928
113363,37.48208724375684,126.9804732962096
113364,37.48230006005938,126.98035262528528
113366,37.48229779386474,126.98048760040935
113367,37.48229210183275,126.98069039518948
113368,37.482798658697114,126.9806999846689
113369,37.48389812228554,126.97961835118782
113370,37.48422313036957,126.98100116483502
113371,37.484261235553035,126.9796312714429
113372,37.48509729784007,126.9806132362067
113382,37.48185798230683,126.9781586998315
112839,37.48454143446575,126.9787796816511
112840,37.48444074755061,126.97883427585873
112841,37.48429877825757,126.9784006627678
112842,37.484259847430856,126.9782628240418
112847,37.4850745805523,126.97829130704253
112848,37.48479767675949,126.97835744072972
112849,37.48512378848535,126.97813110190248
112850,37.485136334595275,126.97809025567285
112851,37.48526908390311,126.9781591428002
112852,37.48513200411999,126.97900758524337
112853,37.48508514182296,126.97977177112065
112855,37.48487921479456,126.98002742550341
112856,37.4846142656233,126.97930644470449
112857,37.48454849365188,126.97912746838772
112858,37.484659238143216,126.9794288229102
112859,37.48491346513999,126.97957078450226
112860,37.485004956072025,126.97927495366967
112861,37.48519428533179,126.97991320203917
112862,37.485146998236125,126.98015659005881
112865,37.484810460462064,126.97945880865636
112866,37.48488589811695,126.97897630920922
112867,37.484977433918026,126.97893894884542
112868,37.48504037318941,126.9789604704537
112869,37.485042598318245,126.97860722568974
112870,37.48449098847718,126.97994099150516
112871,37.484320530230775,126.97947173301364
112872,37.4839477006767,126.97962011527314
112910,37.48350174095525,126.97960424733512
79418,37.4828855767568,126.98208508074514
137626,37.48252681691127,126.98205760403492
