"노드링크 유형","노드 WKT","노드 ID","노드 유형 코드","링크 WKT","링크 ID","링크 유형 코드","시작노드 ID","종료노드 ID","링크 길이","시군구코드","시군구명","읍면동코드","읍면동명","고가도로","지하철네트워크","교량","터널","육교","횡단보도","공원,녹지","건물내"
"LINK","","0","","LINESTRING(126.99039010819189 37.56288057457944,126.99034694647276 37.56317808009708)","110334","1111","122040","122041","33.2390","1114000000","중구","1114015800","충무로3가","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.00951216680602 37.56368369614771,127.00952367813805 37.563775236451505,127.00950069095845 37.5638713565954,127.00949243965594 37.56392243778351)","108144","1011","10034","8141","26.7870","1114000000","중구","1114014600","광희동2가","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.01243183281863 37.56782166887893,127.01246285629891 37.567719927517615)","108149","1011","8597","8594","11.6200","1114000000","중구","1114016200","신당동","0","0","0","0","0","0","0","1"
"LINK","","0","","LINESTRING(127.02220082505572 37.568024016564024,127.02222501179548 37.567801566677424)","108161","1111","9442","9464","24.7820","1114000000","중구","1114016500","황학동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(126.99782294400448 37.56878587553209,126.99781801180842 37.56873036774781,126.997840199986 37.56860279353918)","110765","1011","6891","6902","20.4700","1114000000","중구","1114015200","주교동","0","0","0","0","0","0","0","1"
"LINK","","0","","LINESTRING(127.0094092673651 37.554087475459376,127.00941213443289 37.55402797333248)","110768","1111","8434","8436","6.6090","1114000000","중구","1114016200","신당동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(126.98036277531007 37.556271717895726,126.97999769301859 37.55628538781417)","110773","1011","6231","6232","32.2940","1114000000","중구","1114012100","회현동1가","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(126.99948910311356 37.567044373365604,126.99977373326085 37.56694367895469,126.99974785811773 37.566865868896926)","110782","1011","7442","7430","36.4510","1114000000","중구","1114015000","을지로4가","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.01772909355091 37.569988330424195,127.0176486138564 37.57009361478556)","111429","1111","9081","9082","13.6780","1114000000","중구","1114016300","흥인동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.01410766055375 37.56148349696124,127.01377410426323 37.561073889165414)","108745","1011","8760","8765","54.1780","1114000000","중구","1114016200","신당동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.00546597647435 37.5622085830936,127.00556371943597 37.56217653908845,127.00563271611998 37.562176535816874,127.00577358117087 37.562135335446975,127.00590297046612 37.562396221624766)","109627","1011","7774","71969","59.8250","1114000000","중구","1114014700","쌍림동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(126.97995302016936 37.553879375115905,126.98037345353583 37.553919106592296)","111505","1000","213958","6173","37.4110","1114000000","중구","1114011800","남대문로5가","0","0","0","0","0","0","1","0"
"LINK","","0","","LINESTRING(127.0110502758945 37.56386664466798,127.0108882206288 37.56394291408675)","106962","1011","10031","8094","16.6330","1114000000","중구","1114016200","신당동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.01967458193113 37.56620050661785,127.01917432263897 37.56617541509709)","109650","1111","9210","9255","44.2840","1114000000","중구","1114016500","황학동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(126.99030089614719 37.563578569235915,126.99028075211493 37.563729610613706)","169296","1111","122042","9722","16.8580","1114000000","중구","1114016100","저동2가","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(126.9901910414693 37.568080621190624,126.99027636952502 37.56808765291694,126.99028061369765 37.568088002669654)","110268","1111","6650","211648","7.9560","1114000000","중구","1114011000","수표동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(126.97847875614212 37.56520925094619,126.97884940898314 37.565985129612294,126.97891551868676 37.56604006615432,126.97904195758073 37.56625978753027)","199893","1111","5963","5962","127.3960","1114000000","중구","1114010400","을지로1가","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.0103564295581 37.55407023217238,127.01067548898014 37.55396035409693)","110200","1111","8377","8370","30.7170","1114000000","중구","1114016200","신당동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.02415103226653 37.561901815247204,127.02415388716949 37.56184002431341,127.02406469398841 37.56161347790551)","110201","1111","165601","165602","33.2130","1114000000","중구","1114016200","신당동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(126.99041312988321 37.562704359551816,126.99026651357637 37.56268375077475)","110210","1011","122031","6807","13.1540","1114000000","중구","1114015800","충무로3가","0","0","0","0","0","0","0","1"
"LINK","","0","","LINESTRING(127.00423977176982 37.56735022844055,127.00444965773265 37.56746007012643,127.00455891089564 37.567471508604875)","110225","1000","73968","73970","31.9260","1114000000","중구","1114014800","을지로6가","0","0","0","0","0","1","0","0"
"LINK","","0","","LINESTRING(126.9847452738411 37.562745479399126,126.9848879754154 37.56201174925504)","110785","1111","6320","10055","82.4060","1114000000","중구","1114012700","명동2가","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.0054139911395 37.55892225349375,127.0053515758039 37.55885563564389)","110290","1011","211568","212804","9.2240","1114000000","중구","1114014400","장충동2가","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(126.99813660205518 37.55863515206026,126.99828751827799 37.55860238203757,126.99832776442126 37.55860238261444,126.99850024394776 37.55879919874843,126.99840107002946 37.55895326198615)","108105","1011","7214","7215","63.2260","1114000000","중구","1114014400","장충동2가","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.01064525146009 37.56367861094129,127.01064525146009 37.56367861094129,127.01071421544287 37.563440597493674)","102764","1011","8313","8314","27.1100","1114000000","중구","1114016200","신당동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.01291280861608 37.55151770419948,127.01329660241791 37.551029723043264,127.01331001651744 37.55071872770273,127.01275769926535 37.5502844696735,127.01226597429842 37.54969470580562)","102843","1111","10393","10394","245.5980","1114000000","중구","1114016200","신당동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.0110502758945 37.56386664466798,127.01113077350269 37.563864348575535,127.01115665193794 37.56389180850175,127.01119295940737 37.563917711751515)","109292","1111","10031","74031","15.2340","1114000000","중구","1114016200","신당동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(126.97729080475187 37.55766602811163,126.97697462283799 37.55755611728457)","109918","1111","6077","6082","30.4840","1114000000","중구","1114011200","남창동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.00451020101356 37.564141287917415,127.00433770676366 37.564175622340485,127.00420833465282 37.56417791555344,127.00407321452535 37.56421453678238)","102787","1111","7740","67266","39.7530","1114000000","중구","1114014700","쌍림동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(126.9811789995633 37.56838390281432,126.9810467600989 37.56835644845609,126.98058098987225 37.56837239246486,126.98050910283621 37.56840899708185,126.98050618002159 37.568592078912445)","110344","1111","6249","9689","81.1210","1114000000","중구","1114010200","다동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.02019448480092 37.564440539148684,127.02024047840705 37.56441993449813)","110417","1011","9186","9184","4.6630","1114000000","중구","1114016200","신당동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.00929993990138 37.56489164578407,127.00919356123228 37.5648516048346)","110498","1111","8129","8130","10.3960","1114000000","중구","1114014900","을지로7가","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(126.9678557736077 37.55522533182525,126.96791606749139 37.55519566940148)","111090","1111","14444","14446","6.2630","1114000000","중구","1114017300","만리동1가","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.0094092673651 37.554087475459376,127.00910169151614 37.55409665370752)","111095","1111","8434","8435","27.1970","1114000000","중구","1114016200","신당동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.02080519022698 37.56881381324687,127.02056371565381 37.5689420131654)","111105","1111","72238","115572","25.6430","1114000000","중구","1114016500","황학동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.00608092840221 37.55890162423392,127.00611254638534 37.55885127488217)","109949","1111","7854","72044","6.2480","1114000000","중구","1114014400","장충동2가","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(126.98557402511815 37.566221338823404,126.98566602435282 37.56622821561848)","111116","1111","10331","6481","8.1640","1114000000","중구","1114010500","을지로2가","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(126.97320253990308 37.558944460870485,126.97318512581286 37.55940674048338,126.97309600099874 37.55942731700002,126.9730758184166 37.55959208673051)","110594","1011","5828","179103","77.9040","1114000000","중구","1114011900","봉래동1가","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.01873061394451 37.56235592881655,127.01827643054918 37.56254365956174)","110575","1111","9309","9295","45.2150","1114000000","중구","1114016200","신당동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(126.96767348873279 37.55523680619834,126.96772334024536 37.555290484088566)","111184","1111","14448","14439","7.4090","1114000000","중구","1114017300","만리동1가","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.00590917994346 37.55023833656819,127.00611756978279 37.55018454535826)","109482","1011","7887","7888","19.3580","1114000000","중구","1114016200","신당동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(126.97363364375758 37.55990704892683,126.97357297769346 37.56008652202211)","109494","1111","23045","23044","20.6280","1114000000","중구","1114011900","봉래동1가","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(126.97691090101792 37.559107730114654,126.97672979287657 37.55910540602628)","109495","1011","6141","6142","16.0040","1114000000","중구","1114011200","남창동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.00974187160756 37.558647351794285,127.00979651237895 37.5588075445649,127.00982529906851 37.55910733994987)","110040","1111","73226","8359","51.7940","1114000000","중구","1114016200","신당동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.01702962175149 37.56724160092801,127.01687167429712 37.56723535583028)","111242","1111","9254","9250","13.9710","1114000000","중구","1114016300","흥인동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.01595774120507 37.555325963769405,127.01569042369273 37.555422118024424)","109516","1111","8956","8957","25.9190","1114000000","중구","1114016200","신당동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(126.99872722301645 37.56658208463016,126.99874447454768 37.566501986275036)","109530","1111","7432","7433","9.0200","1114000000","중구","1114015000","을지로4가","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.0072945685554 37.564046174694994,127.0074566662586 37.56435667188374)","109531","1011","9899","9900","37.3190","1114000000","중구","1114014600","광희동2가","0","0","0","0","0","0","0","1"
"LINK","","0","","LINESTRING(126.99707575937609 37.56039730053049,126.99692051760834 37.560468241078034,126.99691764177511 37.560493414855706,126.99701537803224 37.560665057268835)","109551","1011","9816","7077","39.5370","1114000000","중구","1114013900","필동3가","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(126.99816817596808 37.56059871335438,126.99821747902523 37.560577885775466,126.99832096973475 37.56067171710495)","109558","1011","9808","9806","18.7900","1114000000","중구","1114013900","필동3가","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.00892336451412 37.565270426606695,127.00891474966257 37.56535510287419,127.00891187849541 37.56538714251317,127.00879114202644 37.56549700101148)","109566","1111","8126","8157","29.1940","1114000000","중구","1114014900","을지로7가","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.0226032167409 37.56286788191651,127.02214900811936 37.56294806658788)","109576","1111","9523","9524","41.1050","1114000000","중구","1114016200","신당동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(126.99820107478769 37.567310974448,126.99820682770388 37.567194259534396,126.99839370930465 37.56705237339697)","110140","1111","7013","7019","35.7800","1114000000","중구","1114015200","주교동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(126.99539975773486 37.560349187950045,126.99546874467073 37.56032742913867)","110745","1111","122676","122678","6.5560","1114000000","중구","1114013800","필동2가","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.00487402976373 37.5664309479191,127.00476475518688 37.56606021054847)","111327","1111","123804","123805","42.2650","1114000000","중구","1114014800","을지로6가","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(126.9691579090647 37.558641387295715,126.9692025327 37.5584769863)","111330","1111","15212","15241","18.6680","1114000000","중구","1114017100","중림동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(126.96573340634663 37.55399498076755,126.96556510941089 37.554197206256426)","110719","1011","141664","15244","26.9240","1114000000","중구","1114017400","만리동2가","0","0","0","0","0","0","0","1"
"LINK","","0","","LINESTRING(127.00391643881696 37.56246724870469,127.00385033075312 37.5627395860966)","110720","1111","71970","71971","30.7850","1114000000","중구","1114014700","쌍림동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.00574506845916 37.5467139981069,127.00630838813404 37.54627685869409)","102710","1111","8012","8013","69.5130","1114000000","중구","1114016200","신당동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.0015000307597 37.558612271908,127.0015000307597 37.558612271908,127.0014137857697 37.558440633010356)","103410","1111","7559","7560","20.5170","1114000000","중구","1114014400","장충동2가","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.0217754314494 37.5634950949791,127.02169774443564 37.56327312178518)","110444","1111","9518","9516","25.5750","1114000000","중구","1114016200","신당동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.00657309371888 37.56556580123994,127.00717683129528 37.565453628107875)","103318","1111","67300","7675","54.7730","1114000000","중구","1114014800","을지로6가","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.00749765769685 37.56581487213757,127.00743154152572 37.565904128986716)","206875","1111","74153","74154","11.5000","1114000000","중구","1114014800","을지로6가","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(126.973999957182 37.566127243922104,126.97399716410443 37.5658915247318)","103982","1000","5737","5734","26.1630","1114000000","중구","1114016700","정동","0","0","0","0","0","1","0","0"
"LINK","","0","","LINESTRING(127.00806587267341 37.55833623772015,127.00705138016306 37.55889438088497,127.00681853637134 37.55900195559631,127.00667888758488 37.55905950067536)","111040","1111","8341","72069","146.6400","1114000000","중구","1114014300","장충동1가","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(126.96447905863435 37.559134395411185,126.96407657464171 37.55917546722212,126.96406504268572 37.559244119686134)","109297","1111","5589","5590","43.5400","1114000000","중구","1114017100","중림동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.0060815645876 37.566728400751686,127.00686643638703 37.5665841803435)","109853","1111","7722","7721","71.1640","1114000000","중구","1114014800","을지로6가","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(126.99809320442776 37.568804188437184,126.99822754279052 37.56883336927336)","123381","0111","6897","211677","12.3020","1114000000","중구","1114015200","주교동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.01137780084147 37.549068220015435,127.01120536024357 37.549207837229574,127.0111651314418 37.54929022835138,127.01157621615127 37.54961516092527,127.011619331485 37.54961286815418,127.01175728550925 37.54950987036515,127.01173139138342 37.549351963932686,127.01161065190445 37.54924899172877,127.01137780084147 37.549068220015435)","102823","1111","10314","10314","165.3110","1114000000","중구","1114016200","신당동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(126.96891246720404 37.55534452967318,126.96918741878173 37.5556052746049)","109871","1011","150705","14937","37.7850","1114000000","중구","1117010800","서계동","0","0","0","0","0","0","0","1"
"LINK","","0","","LINESTRING(126.97646642738783 37.55557300277546,126.97660432414241 37.555843077176554,126.97663877955442 37.55597124189121)","109884","1011","21875","6209","46.9040","1114000000","중구","1114011800","남대문로5가","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.00752461567244 37.55392324753362,127.0074354829575 37.55370355385367)","102731","1111","74034","74035","25.6240","1114000000","중구","1114016200","신당동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(126.99644915483003 37.56736105085636,126.996488603472 37.56745094764368,126.99650044639013 37.56759580862168)","103434","1111","7035","6913","26.6810","1114000000","중구","1114015700","산림동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.01065986201122 37.55524536754036,127.01055925084539 37.5552430880468,127.0104270420953 37.55540558571444)","110474","1111","8430","126004","30.3820","1114000000","중구","1114016200","신당동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.01538031071232 37.55709622121779,127.0153199497425 37.5571305570655)","103345","1111","126435","126438","6.5550","1114000000","중구","1114016200","신당동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.0179492805538 37.56498557207254,127.0182942864254 37.56502442413109)","111053","1111","103170","9155","30.7840","1114000000","중구","1114016200","신당동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(126.97348669120667 37.55615137032151,126.973699363159 37.55629559550641)","91505","1111","5876","5877","24.6850","1114000000","중구","1114011800","남대문로5가","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.00391643881696 37.56246724870469,127.00319196974382 37.562442096669685)","111066","1111","71970","10132","64.0690","1114000000","중구","1114014700","쌍림동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(126.999586863978 37.56537832402569,126.99960124002469 37.565167779296424)","111067","1011","7383","7385","23.4020","1114000000","중구","1114015400","오장동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(126.99331403992295 37.56098129522399,126.99361876728568 37.56101792859683)","111077","1111","20731","6768","27.2290","1114000000","중구","1114013800","필동2가","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.0002136002547 37.56788192645149,127.00107900009728 37.56791167259336,127.00116381557557 37.56794714398986)","102249","1111","7303","7328","84.9900","1114000000","중구","1114015200","주교동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.01933967317414 37.56075843555422,127.01940296166251 37.560923199466615)","109349","1011","9289","9271","19.1230","1114000000","중구","1114016200","신당동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.02087918731243 37.57037201387014,127.02060726743959 37.57048447373947)","109365","1111","10243","127078","27.0710","1114000000","중구","1114016500","황학동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.02068143871776 37.56837443744676,127.02116612277256 37.568314575580395,127.02183887087313 37.56822977747723,127.02201974716311 37.56820255574296)","116021","1111","9069","9439","119.7690","1114000000","중구","1114016500","황학동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.00708022813139 37.54737188006751,127.00711759067853 37.547337549763895,127.00722680912892 37.5472894838493,127.0072871687733 37.54728490306537)","116170","1111","8031","77086","21.4280","1114000000","중구","1114016200","신당동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(126.9757108212463 37.56541587548535,126.97578843550073 37.56544793084888)","116224","1000","5718","5715","7.7250","1114000000","중구","1114016700","정동","0","0","0","0","0","1","0","0"
"LINK","","0","","LINESTRING(127.00634279903743 37.56208267001628,127.00612715243487 37.5616890539837)","114271","1111","7763","71666","47.6610","1114000000","중구","1114014300","장충동1가","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.02104313290583 37.56036653105115,127.02069813252949 37.560275050753)","114355","1111","10211","10203","32.1290","1114000000","중구","1114016200","신당동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.0068000699794 37.56393635473866,127.00667070121499 37.5639706900797)","114439","1111","7662","9905","12.0480","1114000000","중구","1114014600","광희동2가","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.01371245258355 37.56383661458471,127.01365671329913 37.563685117028044)","112201","1111","10015","10017","17.5210","1114000000","중구","1114016200","신당동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.01283000100875 37.554294216113846,127.01267761371798 37.554083687400414)","111615","1111","9005","9000","26.9680","1114000000","중구","1114016200","신당동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.01877870289857 37.570686169236005,127.01812594964206 37.57033383792896)","112224","1111","9099","141231","69.6740","1114000000","중구","1114016500","황학동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(126.97161261828609 37.55944985498973,126.97167875068403 37.55941554288556)","112802","1011","5823","5825","6.9750","1114000000","중구","1114016800","순화동","0","0","0","0","0","0","0","1"
"LINK","","0","","LINESTRING(127.00509580017085 37.55135975702645,127.00524239613122 37.551348307930816,127.00544935939966 37.55139178073712,127.00558158296244 37.551378043347256)","111608","1111","7967","7945","43.7130","1114000000","중구","1114016200","신당동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.00504405489349 37.5512819490371,127.00483422393053 37.55133459413371,127.0048313542124 37.551407827390484)","112240","1011","7970","7971","27.5730","1114000000","중구","1114016200","신당동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.00104299098676 37.561588512973366,127.00102574091586 37.56151299158005)","112845","1111","7472","7475","8.5190","1114000000","중구","1114013600","묵정동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.01327706671736 37.56279949884441,127.01336047273232 37.56299172604878)","113436","1111","8802","8806","22.5720","1114000000","중구","1114016200","신당동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(126.9671431907046 37.55758354162556,126.96720071349286 37.557517190159004)","113438","1011","15190","15191","8.9480","1114000000","중구","1114017100","중림동","0","0","0","0","0","0","0","0"
"NODE","POINT(126.96808258868407 37.557573008555806)","14438","0","","0","","","","","1114000000","중구","1114017100","중림동","","","","","0","0","",""
"LINK","","0","","LINESTRING(127.00464382203013 37.56311716518631,127.00466108496309 37.56333457495076,127.00464671739634 37.56344671353281,127.00462085111616 37.56357487227764)","111652","1111","7812","7816","51.0950","1114000000","중구","1114014700","쌍림동","0","0","0","0","0","0","0","0"
"NODE","POINT(126.96772334024536 37.555290484088566)","14439","0","","0","","","","","1114000000","중구","1114017300","만리동1가","","","","","0","0","",""
"LINK","","0","","LINESTRING(126.99390364195945 37.55773161099147,126.99393382532419 37.55762689173041,126.99401431985613 37.55758570224136)","112293","1000","6855","122689","20.3790","1114000000","중구","1114013800","필동2가","0","0","0","0","0","1","0","0"
"LINK","","0","","LINESTRING(127.00725012640494 37.55062388015708,127.00748607284045 37.550599561594694)","113498","1011","7882","10307","21.0240","1114000000","중구","1114016200","신당동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(126.9657093485689 37.55935445824847,126.96574380474215 37.55944372101338)","112889","1111","15139","15140","10.3640","1114000000","중구","1114017100","중림동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.01419400525518 37.569584883108135,127.01394961695082 37.569580335180945)","113500","1111","8570","8569","21.5960","1114000000","중구","1114016200","신당동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(126.9740043414332 37.56102583351769,126.97383709506457 37.56112328581985,126.97352943334346 37.56128112593154,126.97315838195776 37.561834866801185)","111699","1111","5772","5773","120.3070","1114000000","중구","1114016600","서소문동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.00231370871849 37.56284261011188,127.00239707898773 37.562796837825516,127.00243444974627 37.56271216140715,127.00244019159902 37.562469576976646)","111704","1111","7504","7505","45.8380","1114000000","중구","1114014700","쌍림동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.0129781977014 37.563486091380504,127.01320816804291 37.563357908146195)","111711","1111","10024","8815","24.8040","1114000000","중구","1114016200","신당동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(126.99832473113545 37.566024822597996,126.99831611002134 37.56585089419955)","113921","1111","7020","7024","19.3190","1114000000","중구","1114013500","예관동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(126.96413897823966 37.55493140122274,126.96410447116975 37.55495656461235,126.96392330067364 37.55510526410976,126.96371620262055 37.55536838205835,126.96354361849616 37.55559031668421,126.96347747681833 37.55564293252178)","111725","1111","14909","14911","98.8220","1114000000","중구","1114017400","만리동2가","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.00922492960967 37.56277361645486,127.00885982575014 37.562828569165355,127.00875058192287 37.56284459703071,127.00864708756048 37.56285833584286)","113524","1111","8272","8273","51.9130","1114000000","중구","1114014300","장충동1가","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.0136258909226 37.55230081310359,127.01341599258512 37.55195984538034,127.01347344283313 37.55174242797554,127.01342743257203 37.5516371605853)","112376","1111","127038","10407","79.1740","1114000000","중구","1114016200","신당동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.00098545705191 37.55876789755196,127.00091933841037 37.55878162928167,127.00087334276125 37.558786206696304)","111760","1111","7571","7573","10.1330","1114000000","중구","1114014400","장충동2가","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(126.99336814062782 37.566856528780306,126.99336525766992 37.56694578127142,126.99344573366758 37.56723414048274)","111764","1111","6753","6752","42.6940","1114000000","중구","1114015500","을지로3가","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.00616645515363 37.550433993241015,127.00598966982706 37.55032071980962)","112386","1111","7884","7886","20.0520","1114000000","중구","1114016200","신당동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.01934239948558 37.560184013566705,127.01929351751646 37.56014282798589)","112403","1111","9348","9350","6.2890","1114000000","중구","1114016200","신당동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.01455908003028 37.56184503014899,127.01432614583244 37.56147202799407)","112417","1111","8751","8722","46.2320","1114000000","중구","1114016200","신당동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(126.99003333714116 37.565018604815414,126.99008509723535 37.56493851061279)","112995","1111","6706","6704","9.9970","1114000000","중구","1114016100","저동2가","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(126.99164081346395 37.56172953848713,126.99159772908821 37.56138854421445)","113556","1111","6785","6780","38.0370","1114000000","중구","1114015800","충무로3가","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(126.96603963770053 37.56003195926371,126.96648223779427 37.56030902726886)","112437","1111","119563","119569","49.7480","1114000000","중구","1114017100","중림동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.00411207068474 37.565023530951585,127.00420983554758 37.565305016725986)","113029","1111","67273","67279","32.4140","1114000000","중구","1114014500","광희동1가","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.01227906714891 37.569033562412656,127.0122934329961 37.568974059170365)","114755","1111","8605","8606","6.7250","1114000000","중구","1114016200","신당동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.0124746871192 37.56970179225495,127.01251206408209 37.56970178829955)","114760","1011","8613","10366","3.3020","1114000000","중구","1114016200","신당동","0","0","0","0","0","0","0","1"
"LINK","","0","","LINESTRING(126.98210709396058 37.55871729284042,126.98257565024105 37.55882263542294)","114765","1111","6399","6402","43.0190","1114000000","중구","1114012200","회현동2가","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.01303725623255 37.56419095234328,127.01361799811181 37.56421377209188)","114768","1011","8662","8644","51.3710","1114000000","중구","1114016200","신당동","0","0","0","0","0","0","0","0"
"LINK","","0","","LINESTRING(127.0020047714056 37.567062665685654,127.00204896889562 37.56710770266889,127.00199183472014 37.56776176205845)","114837","1111","7411","7332","79.1110","1114000000","중구","1114015100","을지로5가","0","0","0","0","0","0","0","0"
