latitude,longitude
37.294157,127.050484
37.4924535,127.0764387
37.4948717,127.0783941
37.4947056,127.0824494
37.4979871,127.0743478
37.4987724,127.0770234
37.495646,127.077762
37.4905102,127.077252
37.4957495,127.0783083
37.4938491,127.0800637
37.4946311,127.0824615
37.4960776,127.0755492
37.495719,127.0777695
37.4895508,127.0773518
37.4920859,127.0769555
37.4920127,127.0744708
37.4966566,127.0774802
37.510643,127.026724
37.507002,127.028659
37.302745,127.015136
37.305338,127.013229
37.5138423,127.0310781
37.5142538,127.0322011
37.5139458,127.0334346
37.5147226,127.0336851
37.5206876,127.0319464
37.5131964,127.0351694
37.5169913,127.0410411
37.5095206,127.0374036
37.5209677,127.0328465
37.5165388,127.0385889
37.5116767,127.0356611
37.5197406,127.0348571
37.5104853,127.0370011
37.5132437,127.0356329
37.5202582,127.0369096
37.5043562,127.0477254
37.4992436,127.0272735
37.5003613,127.0346916
37.4948061,127.0294243
37.4914934,127.0347292
37.5083545,127.0403277
37.5084253,127.0384322
37.4946541,127.0350762
37.4930508,127.0358388
37.4924428,127.0390327
37.4916842,127.0308629
37.4991481,127.0297281
37.497878,127.033595
37.504748,127.036586
37.504494,127.027672
37.492009,127.032405
37.300389,127.014858
37.5049022,127.0331472
37.5013053,127.0276132
37.5022306,127.0294343
37.5031568,127.0329113
37.502957,127.031088
37.5009955,127.0301776
37.5024366,127.0342456
37.5056454,127.0396794
37.4866258,127.0566779
37.4833811,127.0527486
37.4854222,127.0561383
37.4777622,127.0578221
37.4821561,127.0554539
37.4766517,127.0583553
37.4834358,127.0571798
37.4813046,127.0539209
37.4822747,127.0534121
37.4773088,127.0584223
37.5011401,127.0551521
37.5003229,127.0544869
37.5004166,127.0529097
37.4998207,127.0551252
37.4999697,127.0556724
37.499539,127.0581978
37.516498,127.062545
37.5186042,127.0501394
37.5174248,127.0508013
37.5165896,127.0512277
37.5109396,127.0456161
37.5119879,127.0491826
37.5123509,127.0504334
37.5052291,127.0505467
37.5058715,127.0527072
37.5065401,127.0548258
37.5179614,127.0463615
37.5172547,127.0423317
37.5051894,127.0488356
37.5124752,127.0509101
37.5063298,127.0525189
37.514381,127.042801
37.515196,127.047183
37.305555,127.023488
37.305241,127.024521
37.5167018,127.0424625
37.5166743,127.0454505
37.5153732,127.0429332
37.5154978,127.050316
37.5154765,127.048763
37.5137064,127.0478511
37.5145277,127.045877
37.5137126,127.0448685
37.5127618,127.0445144
37.5114129,127.0451796
37.5162519,127.0345389
37.5109963,127.0352472
37.5110323,127.0338538
37.5153246,127.0369166
37.511481,127.035928
37.510213,127.039624
37.5192671,127.0294495
37.519823,127.0334759
37.5182965,127.0316429
37.5162589,127.0315696
37.516736,127.0308493
37.470121,127.092055
37.4845843,127.0973224
37.481641,127.10144
37.480636,127.10301
37.469947,127.103923
37.469077,127.104561
37.465608,127.108806
37.274951,127.062287
37.4873724,127.1025462
37.4884392,127.1022521
37.4885564,127.1005291
37.4865099,127.1044947
37.4852285,127.1039245
37.4924259,127.0995963
37.4857709,127.0992771
37.4849536,127.097877
